project_id,project_name,sector,ministry,state,district,implementing_agency,sanctioned_cost,revised_cost,actual_expenditure,sanctioned_duration,actual_duration,start_date,expected_end_date,revised_end_date,physical_progress,financial_progress,contractor_name,revision_count,funding_source,land_acquisition_status,environment_clearance,forest_clearance,utility_shifting_status,tender_type,no_of_extensions,last_inspection_date,inspection_score,disputes_count,cost_overrun_flag,time_overrun_flag,cost_overrun_pct,time_overrun_pct,risk_score,risk_category
PROJ-615861,Indaram Opencast Project,Coal,Ministry of Coal,Andhra Pradesh,Vijayawada,Singareni Collieries Company Limited [SCCL],425.0,425.0,408.69,92,104,2017-08-01,2025-03-31,2026-03-31,81.0,96.16,IRCON International,0,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-05-06,8.9,0,0,0,0.0,13.04,10.4,Low
PROJ-616226,INTEGRATED KULDA GARJANBAHAL O,Coal,Ministry of Coal,Sikkim,Namchi,MCL - CIL,3564.0,3564.0,692.76,119,119,2023-04-19,2033-03-31,2033-03-31,10.0,19.44,Adani Infra Ltd,1,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-04-03,7.7,0,0,0,0.0,0.0,8.0,Low
PROJ-400187,INTEGRATED LAKHANPUR-BELPAHAR-,Coal,Ministry of Coal,Bihar,Patna,MCL - CIL,2435.0,2435.0,2133.7,106,106,2018-05-22,2027-03-31,2027-03-31,83.0,87.63,Shapoorji Pallonji Co,0,PPP,Partial,Obtained,Obtained,Complete,Open,0,2026-03-23,7.1,1,0,0,0.0,0.0,8.0,Low
PROJ-612816,ITAPARA OCP,Coal,Ministry of Coal,Jharkhand,Deoghar,Eastern Coal Fields Limited [ECL],929.0,929.0,132.43,75,75,2023-12-29,2030-03-31,2030-03-31,8.0,14.26,GMR Infrastructure,0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-05-17,7.9,0,0,0,0.0,0.0,8.0,Low
PROJ-616236,JARANGDIH EXPN. OCP 1.5 MTY,Coal,Ministry of Coal,Manipur,Imphal,CCL - CIL,372.0,372.0,85.6,110,110,2020-02-03,2029-03-31,2029-03-31,33.0,23.01,Hindustan Construction Company (HCC),1,Central,Complete,Obtained,Obtained,Complete,Single,1,2026-06-27,9.1,0,0,0,0.0,0.0,8.0,Low
PROJ-615818,Jawahar Khani Open Cast Mine,Coal,Ministry of Coal,Meghalaya,Tura,Singareni Collieries Company Limited [SCCL],298.0,298.0,50.39,40,64,2021-12-01,2025-03-31,2027-03-31,20.0,16.91,Tata Projects Ltd,1,Externally Aided,Partial,Obtained,Not Required,Partial,Single,4,2026-06-20,5.5,0,0,1,0.0,60.0,33.2,Low
PROJ-619032,JAYANT EXPN. [20 TO 38 MTPA],Coal,Ministry of Coal,Assam,Nagaon,NCL - CIL,25560.0,25560.0,333.3,85,85,2025-02-27,2032-03-31,2032-03-31,2.0,1.3,Dilip Buildcon Ltd,0,Externally Aided,Complete,Obtained,Obtained,Complete,Single,0,2026-04-04,8.3,0,0,0,0.0,0.0,8.0,Low
PROJ-400312,JHANJRA EXPANSION UG,Coal,Ministry of Coal,Jammu and Kashmir,Udhampur,Eastern Coal Fields Limited [ECL],1210.0,1210.0,633.57,107,107,2020-04-16,2029-03-31,2029-03-31,52.0,52.36,GMR Infrastructure,1,Central,Complete,Not Required,Obtained,Complete,Open,1,2026-03-21,9.8,0,0,0,0.0,0.0,8.0,Low
PROJ-400352,JHARKHAND-LAIYO OCP,Coal,Ministry of Coal,Jharkhand,Ranchi,Ministry of Coal,655.0,655.0,1.97,127,127,2020-08-25,2031-03-31,2031-03-31,32.0,0.3,KNR Constructions Ltd,0,Central,Complete,Obtained,Not Required,Complete,Open,0,2026-01-16,7.5,0,0,0,0.0,0.0,8.0,Low
PROJ-613803,JHIRIA WEST OCP [1.5 MTY],Coal,Ministry of Coal,Maharashtra,Thane,SECL - CIL,367.0,367.0,37.19,62,62,2024-01-30,2029-03-31,2029-03-31,41.0,10.13,PNC Infratech Ltd,0,Central,Partial,Obtained,Obtained,Complete,Limited,0,2026-04-29,8.8,0,0,0,0.0,0.0,8.0,Low
PROJ-615865,Kakatiyakhani OC - 2 Project,Coal,Ministry of Coal,Uttar Pradesh,Ayodhya,Singareni Collieries Company Limited [SCCL],442.0,442.0,253.41,91,103,2017-08-19,2025-03-31,2026-03-31,64.0,57.33,Dilip Buildcon Ltd,1,PPP,Complete,Obtained,Not Required,Partial,Open,0,2026-06-15,7.1,0,0,0,0.0,13.19,8.0,Low
PROJ-615858,Kalyanikhani Opencast Project,Coal,Ministry of Coal,Karnataka,Belagavi,Singareni Collieries Company Limited [SCCL],384.0,384.0,304.39,121,121,2016-03-01,2026-03-31,2026-03-31,77.0,79.27,Megha Engineering (MEIL),0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-01-16,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-613802,KANCHAN OC EXP,Coal,Ministry of Coal,Manipur,Churachandpur,SECL - CIL,371.0,371.0,157.9,135,159,2014-12-17,2026-03-31,2028-03-31,58.0,42.56,Dilip Buildcon Ltd,4,Externally Aided,Partial,Obtained,Not Required,Not Started,Open,5,2026-01-05,5.8,2,0,1,0.0,17.78,21.3,Low
PROJ-400074,KARO EXPANSION OCP,Coal,Ministry of Coal,West Bengal,Bagdogra,CCL - CIL,849.0,849.0,237.61,86,86,2022-01-24,2029-03-31,2029-03-31,23.0,27.99,IRCON International,0,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-02-11,8.6,1,0,0,0.0,0.0,8.0,Low
PROJ-615191,KATKONA RO UG MINE,Coal,Ministry of Coal,Telangana,Hyderabad,SECL - CIL,329.0,329.0,62.01,74,74,2023-01-29,2029-03-31,2029-03-31,2.0,18.85,Patel Engineering,0,PPP,Complete,Obtained,Obtained,Complete,Open,1,2026-04-05,9.2,0,0,0,0.0,0.0,8.0,Low
PROJ-615183,KHADIA EXPANSION [10 TO 16 MTP,Coal,Ministry of Coal,Jharkhand,Ranchi,NCL - CIL,492.0,492.0,379.69,45,69,2021-06-25,2025-03-31,2027-03-31,57.0,77.17,Shapoorji Pallonji Co,3,Central,Complete,Pending,Not Required,Complete,Limited,4,2026-03-12,6.7,0,0,1,0.0,53.33,38.3,Medium
PROJ-617278,KOLARPIMPRI EXPANSION OC [2.5,Coal,Ministry of Coal,Uttarakhand,Rishikesh,WCL - CIL,630.0,630.0,0.61,70,70,2024-06-05,2030-03-31,2030-03-31,0.0,0.1,GMR Infrastructure,0,State,Partial,Obtained,Obtained,Complete,Limited,0,2026-04-26,7.6,0,0,0,0.0,0.0,8.0,Low
PROJ-615199,KOLGAON EXPANSION DEEP OC MINE,Coal,Ministry of Coal,Tripura,Dharmanagar,WCL - CIL,199.0,199.0,25.08,50,50,2023-01-28,2027-03-31,2027-03-31,4.0,12.6,NCC Limited,0,Central,Complete,Obtained,Obtained,Partial,Single,0,2026-03-24,8.8,0,0,0,0.0,0.0,8.0,Low
PROJ-400073,KONAR EXPANSION OCP,Coal,Ministry of Coal,Manipur,Imphal,CCL - CIL,675.0,675.0,175.59,122,122,2022-01-24,2032-03-31,2032-03-31,51.0,26.01,Megha Engineering (MEIL),0,Central,Partial,Obtained,Obtained,Complete,Limited,0,2026-07-11,9.1,0,0,0,0.0,0.0,8.0,Low
PROJ-400139,KOTRE BASANTPUR PACHMO OCP,Coal,Ministry of Coal,Arunachal Pradesh,Naharlagun,Ministry of Coal,625.0,625.4,456.48,140,140,2020-08-04,2032-03-31,2032-03-31,46.0,72.99,Dilip Buildcon Ltd,0,Externally Aided,Partial,Obtained,Obtained,Complete,Limited,0,2026-02-22,8.4,0,0,0,0.06,0.0,9.9,Low
PROJ-617287,KUSMUNDA OC EXPANSION PROJECT,Coal,Ministry of Coal,Jammu and Kashmir,Anantnag,SECL - CIL,4517.0,4517.0,847.19,64,64,2024-11-29,2030-03-31,2030-03-31,24.0,18.76,Hindustan Construction Company (HCC),1,PPP,Partial,Obtained,Not Required,Complete,Open,0,2026-01-17,9.0,0,0,0,0.0,0.0,8.0,Low
PROJ-619172,MADANNAGAR OCP 12 MTY - MDO,Coal,Ministry of Coal,Tamil Nadu,Tirunelveli,SECL - CIL,1859.0,1859.0,0.45,99,99,2024-12-20,2033-03-31,2033-03-31,0.0,0.02,Ashoka Buildcon Ltd,1,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-04-16,8.3,0,0,0,0.0,0.0,8.0,Low
PROJ-613801,MAHAMAYA OCP [1.50 MTY],Coal,Ministry of Coal,Manipur,Churachandpur,SECL - CIL,410.0,410.0,188.72,94,118,2018-05-24,2026-03-31,2028-03-31,55.0,46.03,Ashoka Buildcon Ltd,1,Central,Partial,Obtained,Not Required,Not Started,Single,2,2026-05-07,3.6,1,0,1,0.0,25.53,18.6,Low
PROJ-615189,MAKARDHOKRA EXPN OC 4.9 MTY,Coal,Ministry of Coal,Gujarat,Jamnagar,WCL - CIL,362.0,362.0,104.17,46,58,2022-06-14,2026-03-31,2027-03-31,12.0,28.78,Hindustan Construction Company (HCC),4,Externally Aided,Complete,Obtained,Obtained,Partial,Limited,4,2026-03-24,4.3,1,0,1,0.0,26.09,25.8,Low
PROJ-617288,MANIKPUR OC EXPANSION PROJECT,Coal,Ministry of Coal,Delhi,New Delhi,SECL - CIL,383.0,383.0,138.87,51,51,2025-01-13,2029-03-31,2029-03-31,21.0,36.26,Larsen & Toubro Ltd,1,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-07-18,7.7,0,0,0,0.0,0.0,8.0,Low
PROJ-400173,MOHANPUR EXPANSION OC -PHASE I,Coal,Ministry of Coal,Punjab,Bathinda,Eastern Coal Fields Limited [ECL],889.0,889.0,153.96,65,113,2020-11-11,2026-03-31,2030-03-31,32.0,17.32,IRB Infrastructure Developers,3,PPP,Partial,Obtained,Obtained,Complete,Open,5,2026-08-03,6.8,2,0,1,0.0,73.85,41.4,Medium
PROJ-400425,MOONIDIH XV SEAM UG,Coal,Ministry of Coal,Punjab,Jalandhar,BCCL - CIL,1230.0,1230.0,800.25,92,181,2011-08-12,2019-03-31,2026-09-16,84.0,65.06,Larsen & Toubro Ltd,2,Central,Partial,Pending,Pending,Partial,Open,1,2026-01-18,4.9,0,0,1,0.0,96.74,38.0,Medium
PROJ-613808,MURAIDIH UG PROJECT,Coal,Ministry of Coal,West Bengal,Bagdogra,BCCL - CIL,340.0,340.0,191.14,38,191,2011-02-14,2014-04-30,2026-12-31,70.0,56.22,Megha Engineering (MEIL),1,Externally Aided,Partial,Pending,Pending,Complete,Single,5,2026-04-12,5.5,2,0,1,0.0,402.63,42.0,Medium
PROJ-615919,N. EXTN. MUNGOLI NIRGUDA D OCP,Coal,Ministry of Coal,Mizoram,Aizawl,WCL - CIL,1025.0,1025.0,218.26,58,58,2024-06-05,2029-03-31,2029-03-31,28.0,21.29,IRCON International,0,Central,Complete,Obtained,Obtained,Partial,Open,0,2026-06-25,9.5,1,0,0,0.0,0.0,8.0,Low
PROJ-615857,Naini Coal Mine,Coal,Ministry of Coal,Mizoram,Aizawl,Singareni Collieries Company Limited [SCCL],494.0,494.0,491.33,73,73,2020-03-01,2026-03-31,2026-03-31,80.0,99.46,IRB Infrastructure Developers,1,State,Complete,Obtained,Obtained,Complete,Limited,0,2026-01-20,8.5,0,0,0,0.0,0.0,8.0,Low
PROJ-400181,NAKRAKONDA KUMARDIH- B OCP,Coal,Ministry of Coal,Ladakh,Leh,ECL - CIL,503.0,502.67,88.9,128,128,2018-08-11,2029-03-31,2029-03-31,29.0,17.67,Shapoorji Pallonji Co,1,Central,Complete,Obtained,Not Required,Complete,Limited,1,2026-08-13,7.3,0,0,0,0.0,0.0,8.0,Low
PROJ-615188,NEW MAJRI UG TO OC 3 MTY COST,Coal,Ministry of Coal,Uttar Pradesh,Gorakhpur,WCL - CIL,402.0,402.0,67.81,94,94,2019-05-25,2027-03-31,2027-03-31,24.0,16.87,Afcons Infrastructure,0,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-01-26,8.7,0,0,0,0.0,0.0,8.0,Low
PROJ-400321,NIGAHI EXPANSION [15 TO 25 MTP,Coal,Ministry of Coal,Odisha,Balasore,NCL - CIL,1730.0,1730.0,985.35,53,89,2020-11-11,2025-03-31,2028-03-31,54.0,56.96,Adani Infra Ltd,3,State,Partial,Obtained,Obtained,Partial,Limited,2,2026-08-15,4.1,1,0,1,0.0,67.92,38.9,Medium
PROJ-615982,NILJAI EXPANSION DEEP OCP,Coal,Ministry of Coal,Telangana,Ramagundam,WCL - CIL,320.0,320.0,196.82,67,127,2016-08-27,2022-03-31,2027-03-31,80.0,61.51,Patel Engineering,1,Externally Aided,Complete,Obtained,Pending,Partial,Limited,3,2026-04-02,6.9,0,0,1,0.0,89.55,35.1,Medium
PROJ-617764,North Dhadu Western Part OCP,Coal,Ministry of Coal,Punjab,Amritsar,NLC India Limited [NLCIL],1354.0,1354.0,233.77,66,66,2023-10-06,2029-03-31,2029-03-31,40.0,17.27,NCC Limited,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-01-23,8.5,0,0,0,0.0,0.0,8.0,Low
PROJ-400151,NORTH URIMARI EXPANSION OCP,Coal,Ministry of Coal,Mizoram,Aizawl,Ministry of Coal,634.0,634.0,598.34,93,93,2021-07-12,2029-03-31,2029-03-31,69.0,94.38,Dilip Buildcon Ltd,1,PPP,Partial,Obtained,Obtained,Partial,Single,0,2026-03-23,8.9,0,0,0,0.0,0.0,10.6,Low
PROJ-616230,PARASCOLE JAMBAD OCP,Coal,Ministry of Coal,Sikkim,Namchi,ECL - CIL,1194.0,1194.0,11.81,148,148,2024-11-29,2037-03-31,2037-03-31,0.0,0.99,Patel Engineering,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-04-27,7.5,0,0,0,0.0,0.0,8.0,Low
PROJ-613794,PARASEA-BELBAID UG PROJECT,Coal,Ministry of Coal,Arunachal Pradesh,Naharlagun,ECL - CIL,389.0,389.0,132.48,62,62,2023-01-31,2028-03-31,2028-03-31,22.0,34.06,Ashoka Buildcon Ltd,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-02-25,7.4,0,0,0,0.0,0.0,8.0,Low
PROJ-616234,PELMA OC MDO,Coal,Ministry of Coal,Tripura,Agartala,SECL - CIL,1725.0,1725.0,16.71,126,126,2022-10-14,2033-03-31,2033-03-31,24.0,0.97,KNR Constructions Ltd,0,State,Complete,Obtained,Obtained,Complete,Limited,0,2026-02-07,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-400144,PORDA CHIMTAPANI OCP [10 MTY],Coal,Ministry of Coal,Karnataka,Belagavi,SECL - CIL,2310.0,2310.0,118.97,99,99,2020-12-24,2029-03-31,2029-03-31,12.0,5.15,Afcons Infrastructure,0,PPP,Complete,Not Required,Obtained,Complete,Open,0,2026-02-03,7.8,0,0,0,0.0,0.0,8.0,Low
PROJ-400160,RAJRAPPA RCE OCP,Coal,Ministry of Coal,Haryana,Yamunanagar,CCL - CIL,511.0,511.0,488.71,75,207,2009-12-23,2016-03-31,2027-03-31,76.0,95.64,PNC Infratech Ltd,3,PPP,Partial,Obtained,Not Required,Not Started,Single,5,2026-03-11,5.6,0,0,1,0.0,176.0,46.8,Medium
PROJ-617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",Coal,Ministry of Coal,Manipur,Imphal,Bharat Coking Coal Limited [BCCL],5940.0,5940.0,520.75,42,42,2025-06-25,2028-12-31,2028-12-31,34.0,8.77,Ashoka Buildcon Ltd,1,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-05-15,8.2,1,0,0,0.0,0.0,8.0,Low
PROJ-619171,RPR FOR DURGAPUR OCP 10 MTY,Coal,Ministry of Coal,West Bengal,Durgapur,SECL - CIL,2416.0,2416.0,2.99,79,79,2025-09-01,2032-03-31,2032-03-31,0.0,0.12,GMR Infrastructure,1,State,Partial,Obtained,Obtained,Partial,Single,0,2026-03-26,8.4,0,0,0,0.0,0.0,8.0,Low
PROJ-619053,RPR FOR RAMPUR BATURA OCP,Coal,Ministry of Coal,Jharkhand,Deoghar,SECL - CIL,1605.0,1605.0,75.28,58,58,2025-05-30,2030-03-31,2030-03-31,0.0,4.69,Shapoorji Pallonji Co,1,State,Complete,Obtained,Obtained,Complete,Open,0,2026-07-17,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-400150,RPR MAGADH EXP OCP,Coal,Ministry of Coal,Tamil Nadu,Madurai,Ministry of Coal,6964.0,6964.0,2299.77,92,92,2020-08-04,2028-03-31,2028-03-31,39.0,33.02,KNR Constructions Ltd,0,Central,Partial,Obtained,Obtained,Partial,Open,0,2026-01-15,9.4,0,0,0,0.0,0.0,8.0,Low
PROJ-615918,RPR OF BHANEGAON OC,Coal,Ministry of Coal,West Bengal,Kharagpur,WCL - CIL,405.0,405.0,43.16,134,134,2017-02-02,2028-03-31,2028-03-31,16.0,10.66,IRB Infrastructure Developers,0,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-01-17,7.3,0,0,0,0.0,0.0,8.0,Low
PROJ-615187,RPR OF VISHNUPURI UG TO OC,Coal,Ministry of Coal,Maharashtra,Amravati,WCL - CIL,221.0,221.0,0.0,77,77,2022-11-04,2029-03-31,2029-03-31,11.0,0.0,Tata Projects Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Open,1,2026-01-03,7.7,0,0,0,0.0,0.0,8.0,Low
PROJ-613804,RPR TAWA-III UG 0.84 MTY,Coal,Ministry of Coal,Assam,Guwahati,WCL - CIL,314.0,314.0,17.9,63,63,2021-12-28,2027-03-31,2027-03-31,18.0,5.7,Tata Projects Ltd,0,PPP,Partial,Obtained,Obtained,Partial,Single,0,2026-07-02,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-400136,SANGHMITRA OC,Coal,Ministry of Coal,Nagaland,Kohima,CCL - CIL,2660.0,2660.0,17.03,96,96,2024-03-26,2032-03-31,2032-03-31,17.0,0.64,IRCON International,0,Central,Complete,Obtained,Obtained,Complete,Single,1,2026-06-25,9.3,0,0,0,0.0,0.0,8.0,Low
PROJ-615184,SAONER UG MINE -1 EXPANSION 1.,Coal,Ministry of Coal,Karnataka,Ballari,WCL - CIL,229.0,229.0,157.01,74,74,2022-01-31,2028-03-31,2028-03-31,69.0,68.56,PNC Infratech Ltd,0,Externally Aided,Complete,Obtained,Obtained,Complete,Single,0,2026-07-27,7.1,1,0,0,0.0,0.0,8.0,Low
PROJ-619055,SAONER-III EXPN UG MINE 1.54,Coal,Ministry of Coal,Sikkim,Gangtok,WCL - CIL,444.0,444.0,0.0,79,79,2025-08-25,2032-03-31,2032-03-31,0.0,0.0,Adani Infra Ltd,1,Central,Complete,Obtained,Obtained,Partial,Single,0,2026-05-10,8.2,0,0,0,0.0,0.0,8.0,Low
PROJ-615186,SASTI EXPANSION OPENCAST,Coal,Ministry of Coal,Rajasthan,Bundi,WCL - CIL,319.0,319.0,155.37,68,80,2020-08-04,2026-03-31,2027-03-31,32.0,48.71,Megha Engineering (MEIL),2,Central,Not Started,Obtained,Not Required,Partial,Open,5,2026-06-19,4.0,0,0,1,0.0,17.65,23.1,Low
PROJ-615195,SHARDA UG MINE,Coal,Ministry of Coal,Mizoram,Aizawl,WCL - CIL,166.0,166.0,5.93,68,68,2022-07-29,2028-03-31,2028-03-31,9.0,3.57,NCC Limited,1,Central,Complete,Obtained,Obtained,Complete,Single,0,2026-06-24,8.3,1,0,0,0.0,0.0,8.0,Low
PROJ-613793,SHYAMSUNDARPUR UG INCLUDING SA,Coal,Ministry of Coal,Ladakh,Kargil,ECL - CIL,484.0,484.0,96.8,71,95,2020-04-16,2026-03-31,2028-03-31,17.0,20.0,Larsen & Toubro Ltd,3,PPP,Partial,Obtained,Obtained,Not Started,Limited,3,2026-07-07,4.1,3,0,1,0.0,33.8,28.4,Low
PROJ-400166,SIARMAL OCP,Coal,Ministry of Coal,Ladakh,Leh,Mahanadi Coalfields Limited [MCL],5195.0,5195.0,3543.45,98,98,2021-02-02,2029-03-31,2029-03-31,61.0,68.21,Tata Projects Ltd,1,State,Complete,Obtained,Obtained,Partial,Open,0,2026-06-07,7.7,1,0,0,0.0,0.0,8.0,Low
PROJ-615190,SINGHORI DEEP OC MIN 2.0 MTY,Coal,Ministry of Coal,Kerala,Kozhikode,WCL - CIL,336.0,336.0,53.94,83,83,2022-05-05,2029-03-31,2029-03-31,10.0,16.05,Patel Engineering,0,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-07-26,8.6,0,0,0,0.0,0.0,8.0,Low
PROJ-615822,SIRKA OC,Coal,Ministry of Coal,Uttar Pradesh,Lucknow,CCL - CIL,183.0,183.0,89.92,95,95,2020-05-04,2028-03-31,2028-03-31,56.0,49.14,GMR Infrastructure,0,Central,Complete,Obtained,Obtained,Partial,Open,0,2026-01-24,8.3,0,0,0,0.0,0.0,8.0,Low
PROJ-400315,SONEPUR BAZARI EXPANSION OCP [,Coal,Ministry of Coal,Assam,Silchar,Eastern Coal Fields Limited [ECL],5366.0,5366.0,697.64,92,92,2021-07-28,2029-03-31,2029-03-31,18.0,13.0,GMR Infrastructure,1,Central,Complete,Obtained,Obtained,Complete,Single,0,2026-01-11,8.8,0,0,0,0.0,0.0,8.0,Low
PROJ-400165,SUBHADRA OCP,Coal,Ministry of Coal,Odisha,Balasore,MCL - CIL,1694.0,1694.0,1332.87,131,131,2021-05-29,2032-04-23,2032-04-23,47.0,78.68,GMR Infrastructure,0,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-05-14,7.8,1,0,0,0.0,0.0,10.5,Low
PROJ-618982,Talabira II & III OCP - FMC,Coal,Ministry of Coal,Tripura,Dharmanagar,NLC India Limited [NLCIL],522.0,522.0,334.44,43,50,2022-10-31,2026-06-10,2026-12-31,75.0,64.07,IRCON International,1,Central,Partial,Obtained,Pending,Complete,Single,3,2026-03-12,6.3,2,0,1,0.0,16.28,16.2,Low
PROJ-615349,TAPIN SOUTH EXPN,Coal,Ministry of Coal,Delhi,Dwarka,CCL - CIL,230.0,230.0,22.02,89,89,2020-11-04,2028-03-31,2028-03-31,24.0,9.57,Afcons Infrastructure,1,Central,Complete,Obtained,Obtained,Partial,Single,0,2026-03-18,7.7,0,0,0,0.0,0.0,8.0,Low
PROJ-615843,TETARIAKHAR OC,Coal,Ministry of Coal,Delhi,South Delhi,CCL - CIL,233.0,233.0,50.82,65,89,2019-11-04,2025-03-31,2027-03-31,30.0,21.81,Megha Engineering (MEIL),1,Externally Aided,Partial,Pending,Not Required,Complete,Open,1,2026-01-26,6.3,2,0,1,0.0,36.92,23.9,Low
PROJ-615820,TIKAK EXTENSION OCP,Coal,Ministry of Coal,Nagaland,Kohima,INVALID CO.,160.0,160.0,112.69,108,108,2022-07-05,2031-07-04,2031-07-04,90.0,70.43,Adani Infra Ltd,1,Externally Aided,Complete,Not Required,Obtained,Complete,Open,0,2026-02-26,7.3,0,0,0,0.0,0.0,8.0,Low
PROJ-400186,TILABONI UG,Coal,Ministry of Coal,Andhra Pradesh,Tirupati,ECL - CIL,749.0,749.07,53.97,74,74,2023-01-31,2029-03-31,2029-03-31,12.0,7.2,KNR Constructions Ltd,0,State,Complete,Obtained,Obtained,Complete,Limited,1,2026-06-26,9.0,0,0,0,0.01,0.0,8.0,Low
PROJ-615821,TIRAP OCP,Coal,Ministry of Coal,Telangana,Nizamabad,INVALID CO.,289.0,289.0,105.66,96,96,2022-11-28,2030-11-27,2030-11-27,5.0,36.56,Hindustan Construction Company (HCC),0,Central,Partial,Obtained,Obtained,Partial,Single,1,2026-06-14,7.7,0,0,0,0.0,0.0,12.1,Low
PROJ-616044,UKNI DEEP OC MINE -COST PLUS,Coal,Ministry of Coal,Maharashtra,Pune,WCL - CIL,237.0,237.0,168.91,28,100,2018-11-16,2021-03-31,2027-03-31,95.0,71.27,Larsen & Toubro Ltd,4,Externally Aided,Complete,Obtained,Not Required,Not Started,Limited,3,2026-03-04,4.0,2,0,1,0.0,257.14,40.7,Medium
PROJ-615194,URDHAN EXPANSION OC COST PLUS,Coal,Ministry of Coal,Madhya Pradesh,Jabalpur,WCL - CIL,207.0,207.0,50.69,104,104,2022-07-29,2031-03-31,2031-03-31,2.0,24.49,GMR Infrastructure,1,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-06-28,9.4,1,0,0,0.0,0.0,8.9,Low
PROJ-615863,Venkatesh Khani Coal Mine,Coal,Ministry of Coal,Meghalaya,Jowai,Singareni Collieries Company Limited [SCCL],484.0,484.0,477.14,66,66,2020-10-01,2026-03-31,2026-03-31,97.0,98.58,Afcons Infrastructure,0,State,Complete,Not Required,Obtained,Complete,Single,0,2026-05-01,9.4,1,0,0,0.0,0.0,8.0,Low
PROJ-617233,WAGHODA UG MINE [1.02 MTY],Coal,Ministry of Coal,Tripura,Dharmanagar,WCL - CIL,379.0,379.0,0.0,74,74,2024-01-29,2030-03-31,2030-03-31,0.0,0.0,PNC Infratech Ltd,1,Central,Complete,Obtained,Obtained,Complete,Single,0,2026-03-19,8.2,0,0,0,0.0,0.0,8.0,Low
PROJ-603293,Badam Coal Mining project of NTPC,Coal,Ministry of Power,Uttar Pradesh,Gorakhpur,National Thermal Power Corporation [NTPC],502.0,784.0,438.57,455,455,2019-02-01,2056-12-31,2027-04-01,68.0,55.94,Adani Infra Ltd,3,Central,Complete,Pending,Not Required,Partial,Open,1,2026-01-08,6.1,1,1,0,56.18,0.0,32.2,Low
PROJ-400192,Tubed Coal Mine,Coal,Ministry of Power,Jammu and Kashmir,Udhampur,Damodar Valley Corporation,1581.0,1581.0,624.86,119,126,2016-07-10,2026-05-31,2026-12-30,37.0,39.52,KNR Constructions Ltd,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-02-11,7.1,0,0,0,0.0,5.88,8.0,Low
PROJ-617412,"Construction of One Tower of Office Complex and another Tower of Residential quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.",Construction,Ministry of Housing & Urban Affairs,Telangana,Hyderabad,Central Public Works Department - CPWD,644.0,644.0,188.69,42,42,2024-03-19,2027-09-27,2027-09-27,26.0,29.3,Ashoka Buildcon Ltd,0,Central,Complete,Obtained,Obtained,Complete,Open,1,2026-03-12,7.9,0,0,0,0.0,0.0,8.0,Low
PROJ-617280,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",Construction,Ministry of Mines,West Bengal,Kolkata,Central Public Works Department [CPWD],255.0,255.0,98.94,89,89,2019-04-16,2026-08-31,2026-08-31,64.0,38.8,GMR Infrastructure,0,Central,Partial,Obtained,Not Required,Complete,Limited,0,2026-06-16,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-619033,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant and Faculty Residence - 72 nos. Flats",Education,Department of Higher Education,Odisha,Rourkela,NIT Rourkela,199.0,199.0,53.01,34,48,2023-09-02,2026-06-30,2027-08-31,50.0,26.64,Larsen & Toubro Ltd,3,State,Complete,Pending,Pending,Complete,Open,1,2026-01-28,4.5,0,0,1,0.0,41.18,25.9,Low
PROJ-606013,Additional Campus of NITPatna,Education,Department of Higher Education,Bihar,Patna,NIT Patna,499.0,499.0,449.96,24,42,2022-07-22,2024-07-31,2026-01-31,99.0,90.17,Ashoka Buildcon Ltd,4,PPP,Partial,Obtained,Pending,Complete,Single,1,2026-04-23,5.3,2,0,1,0.0,75.0,40.9,Medium
